,value,metric,type
0,0.5027802757560901,kde,best_of
1,0.6845652488016616,kde,best_of
2,0.8287716561481098,kde,best_of
3,4.614602653138481,kde,best_of
4,1.1079283523175167,kde,best_of
5,-0.5169437576171486,kde,best_of
6,0.7565502473583393,kde,best_of
7,-0.9975736783943584,kde,best_of
8,-1.9965799957704964,kde,best_of
9,-1.7029699643351004,kde,best_of
10,-1.3268645722362569,kde,best_of
11,-2.0265543898599656,kde,best_of
12,-1.5932346546456577,kde,best_of
13,-1.4822573407230797,kde,best_of
14,-2.026759624258231,kde,best_of
15,-1.4100014674065822,kde,best_of
16,-1.0360740202183587,kde,best_of
17,-2.0270323770229366,kde,best_of
18,-1.1341860955089067,kde,best_of
19,-0.9140049679655765,kde,best_of
20,-2.0269508020820757,kde,best_of
21,-0.695386131907203,kde,best_of
22,0.04580278208728544,kde,best_of
23,-2.026803692805101,kde,best_of
24,1.1251090331271019,kde,best_of
25,-0.8208986143650543,kde,best_of
26,-2.0244604366181123,kde,best_of
27,0.6539757313873125,kde,best_of
28,-0.8967223535639043,kde,best_of
29,-2.021867504398479,kde,best_of
30,1.2829574010050881,kde,best_of
31,-1.2308626341056816,kde,best_of
32,-2.02523779105021,kde,best_of
33,1.8792286232050077,kde,best_of
34,-0.55663014020245,kde,best_of
35,-2.023776505438006,kde,best_of
36,3.6090006148536307,kde,best_of
37,-0.4974448626851472,kde,best_of
38,-2.011410187763067,kde,best_of
39,0.22562476143566507,kde,best_of
40,-0.3035903461453719,kde,best_of
41,-1.983234076241141,kde,best_of
42,1.2646141054390343,kde,best_of
43,0.774116026303816,kde,best_of
44,-1.749908588635645,kde,best_of
45,2.683921314407892,kde,best_of
46,-1.7657528151580226,kde,best_of
47,2.5017863400879747,kde,best_of
48,-1.753878550323911,kde,best_of
49,0.3250292775074036,kde,best_of
50,-1.7334066829502903,kde,best_of
51,2.7856353931420723,kde,best_of
52,-2.0156689139111688,kde,best_of
53,1.557258685459629,kde,best_of
54,-1.9724333768641182,kde,best_of
55,4.3205952530375855,kde,best_of
56,-1.971424461954587,kde,best_of
57,0.017217160530853537,kde,best_of
58,-2.0499426758427215,kde,best_of
59,-0.11434391018412213,kde,best_of
60,3.3897491155996087,kde,best_of
61,0.5575308601570284,kde,best_of
62,0.6623274026983987,kde,best_of
63,5.674085478695981,kde,best_of
64,1.9435747935149668,kde,best_of
65,1.3284741484546183,kde,best_of
66,1.623108067374157,kde,best_of
67,0.6109664443777963,kde,best_of
68,9.238050336635814,kde,best_of
69,2.3168158332647786,kde,best_of
70,2.669622385610156,kde,best_of
71,3.1631917885003658,kde,best_of
72,4.070588931696062,kde,best_of
73,-0.08156511556582693,kde,best_of
74,0.049279318469573286,kde,best_of
75,0.3305737414005095,kde,best_of
76,0.4611770434855266,kde,best_of
77,1.123373581456059,kde,best_of
78,3.413518324555364,kde,best_of
79,0.9270529672099618,kde,best_of
80,2.4939732572057034,kde,best_of
81,3.31858440354881,kde,best_of
82,2.6250294658328803,kde,best_of
83,1.252371109977961,kde,best_of
84,-0.04494778526954929,kde,best_of
85,-0.3501915069938044,kde,best_of
86,-0.130338456130305,kde,best_of
87,-0.7871125850324571,kde,best_of
88,0.1666871546717043,kde,best_of
89,0.5832934497796984,kde,best_of
90,1.3432835953959241,kde,best_of
91,1.0620238948951763,kde,best_of
92,-0.6860322066430226,kde,best_of
93,1.5570052295573684,kde,best_of
94,0.7821735475176421,kde,best_of
95,5.209674404948618,kde,best_of
96,14.62182571040899,kde,best_of
97,1.8580041148179534,kde,best_of
98,3.4404063707156323,kde,best_of
99,10.134000928554794,kde,best_of
100,1.3663962606644804,kde,best_of
101,1.0309236861177125,kde,best_of
102,0.8874698582329007,kde,best_of
103,1.8556037026825742,kde,best_of
104,1.03025976570397,kde,best_of
105,1.6818846871831448,kde,best_of
106,1.5962492102822448,kde,best_of
107,0.998025693868397,kde,best_of
108,0.33494732230242585,kde,best_of
109,1.7019623678436921,kde,best_of
110,0.006301115295367976,kde,best_of
111,0.12511501134795028,kde,best_of
112,0.3512830080852334,kde,best_of
113,1.0285551094772096,kde,best_of
114,-0.10394794377768185,kde,best_of
115,-0.4136516005841919,kde,best_of
116,1.3717071893647703,kde,best_of
117,0.5895137773072636,kde,best_of
118,1.2896059057062428,kde,best_of
119,3.6578805272080106,kde,best_of
120,2.2517238823022887,kde,best_of
121,1.3765963689455525,kde,best_of
122,2.7163517128219965,kde,best_of
123,1.492937943280537,kde,best_of
124,2.426519050442314,kde,best_of
125,3.1204133724892302,kde,best_of
126,1.8130116762669295,kde,best_of
127,1.8904398380785565,kde,best_of
128,0.7421095714333612,kde,best_of
129,1.6361635610051595,kde,best_of
130,1.3108386428829808,kde,best_of
131,0.6082934146492995,kde,best_of
132,1.9038237837241956,kde,best_of
133,0.4047848169371703,kde,best_of
134,-0.09322087674180249,kde,best_of
135,0.3030080269219969,kde,best_of
136,-0.4882030871735966,kde,best_of
137,-0.3546915984319938,kde,best_of
138,-0.3656744960841618,kde,best_of
139,-0.20905386295994544,kde,best_of
140,-0.3514820937068005,kde,best_of
141,0.6556838895137673,kde,best_of
142,-0.850080064773981,kde,best_of
143,1.6226010897422756,kde,best_of
144,2.2010461429917987,kde,best_of
145,-0.8775756731533281,kde,best_of
146,4.192661688302077,kde,best_of
147,0.466500479803763,kde,best_of
148,1.6092925617043607,kde,best_of
149,-0.6780753011653441,kde,best_of
150,1.039502531897754,kde,best_of
151,0.6902418388553619,kde,best_of
152,-0.15360481357262556,kde,best_of
153,-0.35418127260521814,kde,best_of
154,-0.41184590852117764,kde,best_of
155,-0.6150460199224699,kde,best_of
156,-0.0613643321440529,kde,best_of
157,0.7195300233971144,kde,best_of
158,0.7303301602199603,kde,best_of
159,0.9537168851172857,kde,best_of
160,2.702879813693393,kde,best_of
161,1.6786751117542689,kde,best_of
162,3.6669988045895088,kde,best_of
163,2.1568596874544737,kde,best_of
164,2.896190711540437,kde,best_of
165,2.5168184879951516,kde,best_of
166,1.2250965106280316,kde,best_of
167,2.1724109007414376,kde,best_of
168,1.0495487824126948,kde,best_of
169,1.3205982580104287,kde,best_of
170,2.1294691760964346,kde,best_of
171,3.060064450226578,kde,best_of
172,2.3891282771621416,kde,best_of
173,2.0189581561031784,kde,best_of
174,0.11175238745877472,kde,best_of
175,1.7096265415006786,kde,best_of
176,-0.22343713906567547,kde,best_of
177,6.909997212182751,kde,best_of
178,3.754895065456234,kde,best_of
179,3.539072960599978,kde,best_of
180,2.824882600668896,kde,best_of
181,2.0612184240011624,kde,best_of
182,2.9270527821057892,kde,best_of
183,2.9056427364491424,kde,best_of
184,0.5973437666611785,kde,best_of
185,-0.9310588204374437,kde,best_of
186,-1.057329049481662,kde,best_of
187,0.0345393878346415,kde,best_of
188,-0.4011042967647914,kde,best_of
189,1.7185876784585203,kde,best_of
190,0.11848647788896138,kde,best_of
191,8.624852525596966,kde,best_of
192,0.7217390287691869,kde,best_of
193,1.9078645309537396,kde,best_of
194,5.21828979551948,kde,best_of
195,1.8973736683974134,kde,best_of
196,4.330065838558951,kde,best_of
197,0.6862240257342221,kde,best_of
198,0.8111811695876411,kde,best_of
199,0.5752375095990281,kde,best_of
200,-0.9857613722014095,kde,best_of
201,-0.9383673230765817,kde,best_of
202,-0.6190431300054346,kde,best_of
203,0.18968555738744397,kde,best_of
204,3.3732251801217026,kde,best_of
205,1.1357421170241981,kde,best_of
206,1.0105398197507094,kde,best_of
207,-0.056330404265078626,kde,best_of
208,1.069513689839275,kde,best_of
209,1.38435833006507,kde,best_of
210,0.36859935538153116,kde,best_of
211,0.8327826311836091,kde,best_of
212,2.6773897074206237,kde,best_of
213,3.242177824914655,kde,best_of
214,0.8913582551060837,kde,best_of
215,3.0778477904033887,kde,best_of
216,1.2547395144611715,kde,best_of
217,2.8355634863719623,kde,best_of
218,2.5616374242967983,kde,best_of
219,2.4054496529022433,kde,best_of
220,4.870000477773029,kde,best_of
221,5.99664855510219,kde,best_of
222,5.033044477855051,kde,best_of
223,8.883600634193659,kde,best_of
224,1.9401760258466594,kde,best_of
225,12.185641454397196,kde,best_of
226,1.734741693019697,kde,best_of
227,3.4641494561808126,kde,best_of
228,2.3944098732207655,kde,best_of
229,1.4635821071368074,kde,best_of
230,1.794401255725177,kde,best_of
231,1.3143701452215237,kde,best_of
232,0.4990558861623865,kde,best_of
233,1.2059837948139753,kde,best_of
234,0.8539759592883398,kde,best_of
235,2.931295192343881,kde,best_of
236,2.9701721159776575,kde,best_of
237,1.2514650811002281,kde,best_of
238,0.7957247045733713,kde,best_of
239,1.2807746929912407,kde,best_of
240,1.145183848718506,kde,best_of
241,1.0562549516448378,kde,best_of
242,1.3332415088075422,kde,best_of
243,1.206219037306331,kde,best_of
244,1.951380883904284,kde,best_of
245,2.037310311287076,kde,best_of
246,1.153317365729242,kde,best_of
247,1.1623736653235741,kde,best_of
248,0.5745199028249849,kde,best_of
249,0.21313355013568375,kde,best_of
250,-0.14001420899739994,kde,best_of
251,-0.1408982421754833,kde,best_of
252,0.017379644377916226,kde,best_of
253,-0.18261004122915533,kde,best_of
254,-0.28721775212142575,kde,best_of
255,3.913459492727729,kde,best_of
256,2.370567830563703,kde,best_of
257,2.656653497610676,kde,best_of
258,1.4581895707105865,kde,best_of
259,1.7760264896408624,kde,best_of
260,0.9867880911955298,kde,best_of
261,1.5347987063965434,kde,best_of
262,-0.03716158887197252,kde,best_of
263,0.36757722654357483,kde,best_of
264,-0.16413338232609698,kde,best_of
265,-0.04169888295164953,kde,best_of
266,-0.5204724958577783,kde,best_of
267,0.46327927719235396,kde,best_of
268,2.1072016136628395,kde,best_of
269,2.788944833957292,kde,best_of
270,-0.43255402535061416,kde,best_of
271,1.2961132771501562,kde,best_of
272,4.849065619086483,kde,best_of
273,2.215490073218162,kde,best_of
274,0.44053003592649836,kde,best_of
275,1.014962318200102,kde,best_of
276,3.7739529700325005,kde,best_of
