;epoch;loss
0;1;2.0020838789906064
1;2;1.8365493556286425
2;3;1.8167536292515747
3;4;1.8119522595236488
4;5;1.8048099355494722
5;6;1.8076723433555442
6;7;1.8044851248991405
7;8;1.8054506964717352
8;9;1.8014474464646468
9;10;1.80104099266918
10;11;1.8065531439815008
11;12;1.8024451208452807
12;13;1.801965743091935
13;14;1.8003847015664933
14;15;1.8006573086934732
15;16;1.8006867111151945
16;17;1.8015504973999998
17;18;1.805174760784663
18;19;1.800380549532302
19;20;1.802536777570738
20;21;1.802352433509015
21;22;1.7972127325991367
22;23;1.7984165460505384
23;24;1.8008330663045247
24;25;1.8047929038392736
25;26;1.7992761380283544
26;27;1.800130141542313
27;28;1.8016679667411966
28;29;1.7980441150935829
29;30;1.7976655266809125
30;31;1.800453099798649
31;32;1.8037475964701768
32;33;1.7995382217650717
33;34;1.8004232163124896
34;35;1.8019796499969265
35;36;1.8016992384660329
36;37;1.8039348066275847
37;38;1.799018977381659
38;39;1.7977279280939846
39;40;1.8018021617375366
40;41;1.7986508311954796
41;42;1.7993684203912181
42;43;1.7988287117464323
43;44;1.796812839541875
44;45;1.8002978030671464
45;46;1.7979356447855632
46;47;1.7974673382779385
47;48;1.8004773356390338
48;49;1.7995715149750946
49;50;1.800952098893781
50;51;1.7966014282077762
51;52;1.8001358137063102
52;53;1.8007052333642406
53;54;1.797377642164839
54;55;1.8013842325684026
55;56;1.798153800321809
56;57;1.8014479292199967
57;58;1.8006816848795464
58;59;1.797156591787406
59;60;1.7987605789874463
60;61;1.798651729915159
61;62;1.8024590573412307
62;63;1.795800101672504
63;64;1.799827923165991
64;65;1.7976052947078192
65;66;1.7980312717721818
66;67;1.7985836715562968
67;68;1.8016903163693476
68;69;1.796343190450195
69;70;1.797712060576635
70;71;1.7998558790125745
71;72;1.7993217968771644
72;73;1.7981535906487323
73;74;1.7985008490001055
74;75;1.7974639987269192
75;76;1.7968608276218387
76;77;1.7937353908592928
77;78;1.799586998655441
78;79;1.8015016401913149
79;80;1.7963157291953444
80;81;1.7970990542824388
81;82;1.7955798130508855
82;83;1.7978916125940092
83;84;1.8005698851659788
84;85;1.801872251727057
85;86;1.7972748837572463
86;87;1.7976727705475286
87;88;1.7988525662861816
88;89;1.796998325814592
89;90;1.799273337878234
90;91;1.8007136414237057
91;92;1.7974348423328805
92;93;1.7973903316132567
93;94;1.7962802327271048
94;95;1.7994222962264474
95;96;1.7979323458164296
96;97;1.7971834899685908
97;98;1.801871842526375
98;99;1.7991688843314528
99;100;1.7932934169228196
100;101;1.7971406498699323
101;102;1.7999932292505358
102;103;1.7968252068715738
103;104;1.800139289375738
104;105;1.796516940948811
105;106;1.794989617158335
106;107;1.7995258924808908
107;108;1.7993438480593633
108;109;1.799072284225031
109;110;1.8010346914859527
110;111;1.8001946904135089
111;112;1.8004057948470962
112;113;1.7973848691223362
113;114;1.7992363669348101
114;115;1.79754169105638
115;116;1.796767513802711
116;117;1.795022725213504
117;118;1.7999633491462004
118;119;1.7954188957281991
119;120;1.796942097920898
120;121;1.797504611894594
121;122;1.8005095213017566
122;123;1.7968959191166762
123;124;1.7945641499039129
124;125;1.7988134199845875
125;126;1.7983703638644928
126;127;1.7970382634629594
127;128;1.797198867121487
128;129;1.7979665935462248
129;130;1.7957104030230366
130;131;1.7947161569662973
131;132;1.7967243566580697
132;133;1.7978478484119929
133;134;1.7981152644394138
134;135;1.7954089768389438
135;136;1.7985399479561663
136;137;1.7962031804078014
137;138;1.7927949369376432
138;139;1.800182915748434
139;140;1.7977409726339029
140;141;1.7982009302639792
141;142;1.7996702363305057
142;143;1.7981255595565688
143;144;1.8022051187271768
144;145;1.7972748913663499
145;146;1.7972609447249284
146;147;1.7975264297309497
147;148;1.7983333295118724
148;149;1.8004483525634658
149;150;1.7996000347407997
