;epoch;loss
0;151;2.2172592111702625
1;152;2.099785908337297
2;153;2.0603698031655675
3;154;2.02012067252192
4;155;2.011359155589137
5;156;2.0019667855624497
6;157;1.979741328338097
7;158;1.9935376808561127
8;159;1.9943544511137337
9;160;1.997593275431929
10;161;1.982816623408219
11;162;1.9990743624752965
12;163;1.9916518753972547
13;164;1.9830787338059523
14;165;1.9531509498070025
15;166;1.9558067050473444
16;167;1.9724840147741909
17;168;1.9682777355457175
18;169;1.9789781882845123
19;170;1.9842751979827882
20;171;1.960538652847553
21;172;1.9755036132089023
22;173;1.9620900310319045
23;174;1.9664851032454391
24;175;1.9466279144944816
25;176;1.966459480647383
26;177;1.9600285275229092
27;178;1.9661639789055134
28;179;1.9575459208981745
29;180;1.9363944592147038
30;181;1.9582189231083311
31;182;1.955355668067932
32;183;1.9489831348945355
33;184;1.9381523798251974
34;185;1.94189523910654
35;186;1.947619838550173
36;187;1.936061025899032
37;188;1.9424238320054679
38;189;1.9421438735106895
39;190;1.9551073436079354
40;191;1.948407378689996
41;192;1.9523830323383726
42;193;1.955634437758347
43;194;1.9390603624541185
44;195;1.9444460178243703
45;196;1.937078701216599
46;197;1.927801669055018
47;198;1.9279962646550146
48;199;1.9202989385045808
49;200;1.9301479549243532
50;201;1.9213365537339244
51;202;1.9425910826387076
52;203;1.9510528531567803
53;204;1.9499745763581375
54;205;1.938829062313869
55;206;1.9325782003073857
56;207;1.9376659006908021
57;208;1.9248546739076746
58;209;1.9473279015771274
59;210;1.942022996113218
60;211;1.9466978492407963
61;212;1.9308661522536443
62;213;1.9384456034364372
63;214;1.9385997809212783
64;215;1.9347455637208346
65;216;1.9396283264817862
66;217;1.9452845811843873
67;218;1.926947538503285
68;219;1.9354272464226032
69;220;1.9365962488897916
70;221;1.9223247659617457
71;222;1.914530874120778
72;223;1.9282664862172356
73;224;1.9457120402105923
74;225;1.9476496441610929
75;226;0.0004762694834739548
76;227;0.00047416690494142603
77;228;0.00047921542638254446
78;229;0.0004762802002068352
79;230;0.00048789938757244243
80;231;0.000485651173171234
81;232;0.0004871913199794704
82;233;0.00048957467059091
83;234;0.0004940892593806674
84;235;0.0005000736552354848
85;236;0.0004991866116299583
86;237;0.0005033451936344199
87;238;0.0005113502414415366
88;239;0.0005121226181629403
89;240;0.0005095500716787025
90;241;0.0005178067461860462
91;242;0.0005179515950470071
92;243;0.0005254830978409355
93;244;0.0005261152910454006
94;245;0.0005323569033423375
95;246;0.0005391274327974253
96;247;0.0005412873954528236
97;248;0.0005429159542786535
98;249;0.0005491957594319408
99;250;0.0005565322787051313
100;251;0.000556750660802334
101;252;0.0005664754098939613
102;253;0.0005651575952752268
103;254;0.0005707592486628684
104;255;0.0005762831045009582
105;256;0.0005751499025038732
106;257;0.0005761464054150314
107;258;0.0005823915413829722
108;259;0.0005800619313959032
109;260;0.0005850972870669874
110;261;0.0005801923347964225
111;262;0.0005851843906165069
112;263;0.0005825152791281841
113;264;0.0005809220714205554
114;265;0.0005789237167156333
115;266;0.0005771588831176531
116;267;0.0005702924099750817
117;268;0.0005667695006885534
118;269;0.0005565002137104628
119;270;0.0005497856051580788
120;271;0.0005436251491934447
121;272;0.0005322618291568782
122;273;0.0005193683611839239
123;274;0.0005053406904435492
124;275;0.0004908369450653293
